CustomerID,PredProb,SegmentName,Income,Recency,MntTotal,TotalPurchases,DealShare,NumWebVisitsMonth
801,0.85669224558981,Premium Loyalists,76412.0,15,1791,18,0.0555555555555555,3
414,0.8507899224434672,Premium Loyalists,84865.0,1,1672,16,0.0625,4
321,0.8432549960697712,Premium Loyalists,75693.0,10,1412,22,0.0454545454545454,4
1546,0.8280071530531958,Premium Loyalists,82800.0,23,1270,26,0.0384615384615384,3
15,0.8280071530531958,Premium Loyalists,82800.0,23,1270,26,0.0384615384615384,3
898,0.8260103894306815,Premium Loyalists,84169.0,9,1919,20,0.05,3
527,0.8260103894306815,Premium Loyalists,84169.0,9,1919,20,0.05,3
1820,0.8173063616093545,Premium Loyalists,86836.0,7,494,23,0.0434782608695652,5
440,0.8142148359282465,Premium Loyalists,89572.0,44,1995,24,0.0416666666666666,4
1936,0.8038080879618686,Premium Loyalists,71670.0,8,1606,15,0.0666666666666666,6
1314,0.7938138067012426,Premium Loyalists,88097.0,24,769,20,0.05,9
2143,0.7911389885064668,Premium Loyalists,79174.0,2,1914,19,0.0526315789473684,2
1825,0.7827363427819527,Premium Loyalists,83257.0,56,1298,28,0.0357142857142857,6
734,0.7781272842565335,Premium Loyalists,80952.0,20,1713,25,0.04,8
191,0.7730844485150211,Premium Loyalists,102160.0,54,1182,26,0.0,4
543,0.7715413154589583,Premium Loyalists,87771.0,61,1924,20,0.05,6
805,0.7715413154589583,Premium Loyalists,87771.0,61,1924,20,0.05,6
1065,0.769432833035897,Premium Loyalists,75345.0,16,1954,20,0.05,3
402,0.7671780973935474,Premium Loyalists,91065.0,33,1360,26,0.0384615384615384,3
1696,0.7626899907050084,Premium Loyalists,92491.0,71,2012,25,0.04,3
1092,0.76220865269357,Premium Loyalists,81698.0,1,1059,16,0.0625,5
1468,0.7615387407189386,Premium Loyalists,87679.0,62,2491,29,0.0344827586206896,4
56,0.7541046194271483,Premium Loyalists,75777.0,12,1358,21,0.0476190476190476,1
2189,0.7541046194271483,Premium Loyalists,75777.0,12,1358,21,0.0476190476190476,1
1504,0.7451904477402997,Premium Loyalists,74004.0,5,1610,15,0.0666666666666666,3
1839,0.7316284375040505,Premium Loyalists,69109.0,10,1460,20,0.05,4
1334,0.7316284375040505,Premium Loyalists,69109.0,10,1460,20,0.05,4
982,0.7178669025892656,Premium Loyalists,95169.0,1,1881,12,0.0833333333333333,1
239,0.7138149567536364,Premium Loyalists,102692.0,5,964,29,0.0344827586206896,2
1269,0.7109272041338536,Premium Loyalists,83151.0,80,2136,23,0.0434782608695652,2
2135,0.7074243268908345,Premium Loyalists,91172.0,94,1036,14,0.0,3
705,0.7066507054706254,Deal Driven Browsers,7500.0,19,39,12,0.4166666666666667,9
1588,0.7051842813127229,Premium Loyalists,64509.0,19,1645,19,0.0526315789473684,4
1081,0.7041698965601908,Premium Loyalists,83829.0,78,1835,17,0.0,1
1246,0.7041698965601908,Premium Loyalists,83829.0,78,1835,17,0.0,1
145,0.7011280789549592,Premium Loyalists,69372.0,10,1339,21,0.0476190476190476,4
1449,0.6975178162164899,Premium Loyalists,94871.0,99,934,18,0.0555555555555555,7
1281,0.6965941514318141,Premium Loyalists,94384.0,62,2130,18,0.0,2
924,0.6965941514318141,Premium Loyalists,94384.0,62,2130,18,0.0,2
1987,0.6959422643138478,Premium Loyalists,96876.0,79,1920,24,0.0416666666666666,2
1115,0.6953142745992241,Premium Loyalists,72903.0,74,1974,21,0.0476190476190476,4
981,0.6940245536089344,Premium Loyalists,78028.0,38,490,20,0.05,7
2113,0.6929471398146997,Premium Loyalists,78499.0,12,1237,19,0.0526315789473684,4
697,0.6922998278348719,Premium Loyalists,87305.0,19,1072,17,0.0588235294117647,2
1387,0.6900865817800457,Premium Loyalists,80134.0,40,1610,16,0.125,6
233,0.6900865817800457,Premium Loyalists,80134.0,40,1610,16,0.125,6
895,0.6897319426685699,Premium Loyalists,95529.0,29,1966,18,0.0555555555555555,3
1965,0.6892899741475048,Premium Loyalists,72968.0,8,1903,19,0.0526315789473684,3
1745,0.688050772965482,Deal Driven Browsers,25509.0,15,90,9,0.3333333333333333,9
1956,0.688050772965482,Deal Driven Browsers,25509.0,15,90,9,0.3333333333333333,9
570,0.6876356909985268,Premium Loyalists,79800.0,65,1643,22,0.0454545454545454,3
629,0.6863493872804406,Premium Loyalists,105471.0,36,1517,30,0.0,3
116,0.682238514133512,Premium Loyalists,101970.0,69,967,27,0.0,2
1261,0.6816603595956954,Premium Loyalists,78687.0,13,1889,19,0.0526315789473684,2
105,0.6801211929354042,Premium Loyalists,86037.0,95,708,25,0.04,3
1647,0.6799885445871154,Premium Loyalists,80141.0,20,2051,22,0.0454545454545454,6
1897,0.6794020119032238,Premium Loyalists,91249.0,84,1649,22,0.0,4
2067,0.6753638345915262,Premium Loyalists,81929.0,60,1868,20,0.1,6
466,0.6680531007982143,Deal Driven Browsers,32233.0,26,224,12,0.1666666666666666,9
1047,0.6674690626543374,Premium Loyalists,83528.0,7,1503,23,0.0434782608695652,1
219,0.6668928855976511,Premium Loyalists,81975.0,2,1561,14,0.0714285714285714,7
971,0.6647220186252133,Premium Loyalists,85683.0,6,1738,17,0.0588235294117647,1
2161,0.6647140292876178,Premium Loyalists,82347.0,38,1790,25,0.04,3
833,0.6647140292876178,Premium Loyalists,82347.0,38,1790,25,0.04,3
2107,0.6613472870631024,Deal Driven Browsers,29435.0,11,116,11,0.3636363636363636,9
1253,0.6574597658439576,Deal Driven Browsers,38808.0,21,216,14,0.2857142857142857,8
323,0.6560102643338637,Premium Loyalists,83003.0,18,1552,22,0.0454545454545454,3
1309,0.6517215897765652,Premium Loyalists,71604.0,3,1099,17,0.0588235294117647,4
887,0.6507836552507609,Premium Loyalists,86429.0,10,1412,18,0.0,2
450,0.6493920549110584,Premium Loyalists,75261.0,17,1726,17,0.0588235294117647,2
1068,0.6492245073946435,Premium Loyalists,84460.0,80,442,22,0.0,5
660,0.6436935617850944,Deal Driven Browsers,36145.0,13,154,12,0.3333333333333333,9
165,0.642357347052854,Premium Loyalists,83837.0,79,1207,25,0.04,4
230,0.6380370679596252,Premium Loyalists,73687.0,8,1446,22,0.0454545454545454,2
1242,0.6360044784100197,Premium Loyalists,90687.0,98,1728,17,0.0588235294117647,2
401,0.6359605958390883,Premium Loyalists,80134.0,11,1352,21,0.0476190476190476,5
1628,0.6348473373841006,Deal Driven Browsers,34213.0,2,91,9,0.3333333333333333,9
1434,0.6333922645647777,Premium Loyalists,93790.0,16,2304,25,0.0,2
965,0.6296851412847352,Premium Loyalists,80763.0,17,1184,23,0.0434782608695652,3
2003,0.6275536940364942,Quiet Value Regulars,49912.0,5,832,26,0.1538461538461538,8
2063,0.6275536940364942,Quiet Value Regulars,49912.0,5,832,26,0.1538461538461538,8
575,0.6260287068714727,Premium Loyalists,92163.0,25,2066,21,0.0,2
63,0.625110676170982,Premium Loyalists,88194.0,19,1236,32,0.03125,5
1303,0.6246076139628983,Deal Driven Browsers,37774.0,28,297,16,0.25,9
744,0.6227288822222593,Deal Driven Browsers,31626.0,12,52,6,0.1666666666666666,7
559,0.6191771864378872,Premium Loyalists,61996.0,27,1206,21,0.1428571428571428,5
1686,0.6145674783099514,Premium Loyalists,77520.0,30,1468,23,0.0434782608695652,4
535,0.6136508935066032,Deal Driven Browsers,21474.0,0,57,8,0.25,7
835,0.6119693781456996,Deal Driven Browsers,46374.0,1,429,18,0.1666666666666666,8
1970,0.6113301133700997,Premium Loyalists,96547.0,4,747,21,0.0,2
193,0.6104015932389137,Deal Driven Browsers,18890.0,5,20,4,0.25,6
1844,0.6081095256129094,Premium Loyalists,82326.0,30,2074,22,0.0454545454545454,2
1697,0.6074350434177752,Premium Loyalists,90273.0,32,1880,19,0.0526315789473684,2
1816,0.6056748316375958,Premium Loyalists,84953.0,73,952,18,0.0555555555555555,2
1019,0.605265660920075,Deal Driven Browsers,37126.0,9,65,6,0.1666666666666666,6
772,0.5997666434277852,Premium Loyalists,82017.0,58,706,17,0.0588235294117647,2
785,0.5991647767527591,Premium Loyalists,48192.0,76,1497,25,0.12,8
865,0.5961344021007681,Quiet Value Regulars,86857.0,96,2074,22,0.0454545454545454,2
668,0.5961344021007681,Quiet Value Regulars,86857.0,96,2074,22,0.0454545454545454,2
1262,0.595678484244139,Premium Loyalists,49118.0,90,1110,28,0.0714285714285714,7
1617,0.5956184514098466,Premium Loyalists,64140.0,71,1535,18,0.2777777777777778,5
861,0.5917645429988126,Deal Driven Browsers,24762.0,16,46,9,0.3333333333333333,8
1840,0.5904403521607807,Deal Driven Browsers,60208.0,13,597,29,0.3793103448275862,7
247,0.5884839890889485,Deal Driven Browsers,15287.0,60,18,6,0.3333333333333333,7
1184,0.5884839890889485,Deal Driven Browsers,15287.0,60,18,6,0.3333333333333333,7
318,0.586416355516739,Deal Driven Browsers,35178.0,10,41,5,0.2,7
690,0.586416355516739,Deal Driven Browsers,35178.0,10,41,5,0.2,7
1097,0.5855407409277584,Deal Driven Browsers,33569.0,10,39,5,0.2,8
1357,0.5824081481197612,Deal Driven Browsers,21355.0,5,37,7,0.2857142857142857,6
521,0.5811170123395061,Premium Loyalists,76982.0,19,1032,16,0.0625,4
1288,0.5804256144246175,Premium Loyalists,65169.0,23,1143,28,0.0357142857142857,6
2139,0.5779511149854889,Premium Loyalists,65706.0,77,1070,27,0.037037037037037,7
968,0.5743631810483267,Premium Loyalists,75759.0,46,2304,26,0.0384615384615384,5
826,0.571137009095216,Premium Loyalists,81205.0,43,1879,19,0.0526315789473684,2
991,0.5690449697923784,Premium Loyalists,77568.0,30,2036,21,0.0476190476190476,5
1012,0.567287429452673,Quiet Value Regulars,91700.0,58,1949,20,0.05,3
1134,0.5669408999711816,Premium Loyalists,83145.0,14,1719,26,0.0384615384615384,2
2119,0.5648615076994957,Premium Loyalists,69209.0,4,1654,16,0.125,4
1862,0.5610284187060405,Premium Loyalists,86979.0,67,1667,16,0.0625,2
1496,0.5599099802250219,Quiet Value Regulars,87188.0,73,1868,19,0.0526315789473684,3
2100,0.5598392542376739,Premium Loyalists,72309.0,64,1931,20,0.05,3
1322,0.5564466438222939,Deal Driven Browsers,62845.0,3,1144,28,0.3928571428571428,8
1041,0.5564466438222939,Deal Driven Browsers,62845.0,3,1144,28,0.3928571428571428,8
1495,0.5560083361568195,Deal Driven Browsers,27242.0,2,67,7,0.2857142857142857,9
1679,0.5559985525609584,Deal Driven Browsers,9722.0,7,61,11,0.3636363636363636,8
1694,0.5538435687237442,Quiet Value Regulars,55424.0,6,770,25,0.16,6
103,0.5520865863951973,Premium Loyalists,68126.0,40,1734,17,0.0588235294117647,9
1279,0.5518082174407428,Premium Loyalists,78569.0,14,1641,15,0.0666666666666666,1
1341,0.5503755758922522,Deal Driven Browsers,17256.0,10,40,7,0.2857142857142857,8
1933,0.5485959026952765,Premium Loyalists,96843.0,60,1527,28,0.0357142857142857,2
2071,0.5476525959685471,Deal Driven Browsers,14796.0,1,35,6,0.3333333333333333,9
1062,0.5471237678684338,Deal Driven Browsers,36715.0,16,341,19,0.3157894736842105,9
1724,0.5451787272590178,Premium Loyalists,80360.0,56,2188,15,0.1333333333333333,2
1701,0.5444666406307691,Deal Driven Browsers,42586.0,7,252,16,0.3125,8
1750,0.5444666406307691,Deal Driven Browsers,42586.0,7,252,16,0.3125,8
2096,0.5383998485291988,Premium Loyalists,82333.0,60,1805,18,0.0555555555555555,2
1480,0.5353431494391486,Quiet Value Regulars,49667.0,35,1357,22,0.0909090909090909,8
388,0.5351014451924673,Deal Driven Browsers,55521.0,11,442,24,0.375,7
1888,0.5325353515361119,Premium Loyalists,77870.0,93,1682,18,0.1666666666666666,8
840,0.5315366203649965,Premium Loyalists,85710.0,5,1029,26,0.0384615384615384,2
1311,0.5306042566586807,Deal Driven Browsers,48752.0,8,316,17,0.2941176470588235,9
1784,0.5299960098670232,Premium Loyalists,63159.0,74,1760,17,0.0588235294117647,3
1473,0.5267799869119534,Deal Driven Browsers,53374.0,34,1030,21,0.2857142857142857,9
589,0.5260347353363681,Deal Driven Browsers,21888.0,15,149,12,0.3333333333333333,10
74,0.525139519888436,Quiet Value Regulars,56046.0,9,641,21,0.0952380952380952,8
1915,0.5250204461305612,Premium Loyalists,73356.0,56,1400,22,0.0454545454545454,2
82,0.5247992210809241,Deal Driven Browsers,50388.0,3,338,17,0.2352941176470588,7
1172,0.5231143062393041,Premium Loyalists,67369.0,81,1419,25,0.16,4
328,0.5203368890304381,Deal Driven Browsers,27190.0,13,15,4,0.25,8
370,0.5192484088779716,Deal Driven Browsers,43795.0,11,385,17,0.1764705882352941,7
1011,0.5183039244329306,Premium Loyalists,74538.0,21,1433,22,0.0454545454545454,3
326,0.515797339743296,Premium Loyalists,55212.0,65,1148,20,0.15,8
1901,0.515797339743296,Premium Loyalists,55212.0,65,1148,20,0.15,8
1634,0.5144012242339471,Premium Loyalists,72066.0,55,1758,17,0.0588235294117647,2
2166,0.5143097069193889,Deal Driven Browsers,50501.0,10,348,20,0.35,6
2078,0.5123529008904205,Premium Loyalists,82332.0,89,1987,21,0.0476190476190476,2
360,0.5109089584157982,Deal Driven Browsers,22585.0,23,42,5,0.2,9
1685,0.5107054306979338,Premium Loyalists,83512.0,31,2056,22,0.0454545454545454,1
2062,0.5104760540104932,Premium Loyalists,79244.0,58,971,22,0.0454545454545454,1
658,0.5094284266816779,Quiet Value Regulars,81300.0,17,1205,21,0.1428571428571428,5
1231,0.5069851286062088,Premium Loyalists,69969.0,64,1492,13,0.0769230769230769,3
1851,0.5061578439068732,Deal Driven Browsers,33051.0,15,616,21,0.1428571428571428,9
684,0.5058463309163119,Premium Loyalists,90247.0,27,1605,15,0.0666666666666666,1
627,0.5033823465634882,Premium Loyalists,77632.0,73,2105,13,0.0769230769230769,2
72,0.5027188291899761,Premium Loyalists,75825.0,40,2158,22,0.0,4
1928,0.501765631525558,Quiet Value Regulars,72335.0,2,2092,23,0.0434782608695652,8
1329,0.49770416819164587,Quiet Value Regulars,85696.0,88,1301,20,0.05,1
1118,0.49770416819164587,Quiet Value Regulars,85696.0,88,1301,20,0.05,1
1759,0.496996138620095,Deal Driven Browsers,34600.0,8,303,17,0.2941176470588235,8
1947,0.496996138620095,Deal Driven Browsers,34600.0,8,303,17,0.2941176470588235,8
444,0.4964637273914937,Deal Driven Browsers,60597.0,2,827,16,0.25,7
197,0.4943649807448754,Quiet Value Regulars,64497.0,17,1612,29,0.1724137931034483,8
1057,0.48917919137176097,Premium Loyalists,87171.0,27,1254,25,0.04,2
715,0.48714446561002045,Premium Loyalists,89694.0,22,1430,14,0.2142857142857142,5
254,0.48234744102723687,Deal Driven Browsers,38097.0,70,115,11,0.3636363636363636,7
1890,0.4822902654129751,Deal Driven Browsers,57107.0,44,279,23,0.3043478260869565,8
1420,0.48218414833555884,Premium Loyalists,82657.0,71,2157,23,0.0434782608695652,4
1385,0.48187988354880046,Deal Driven Browsers,36957.0,43,121,11,0.3636363636363636,9
407,0.4817084639132849,Premium Loyalists,82584.0,26,1367,16,0.0625,1
617,0.48053594120651183,Quiet Value Regulars,83917.0,12,1508,21,0.0476190476190476,3
2097,0.47990521952197956,Quiet Value Regulars,65220.0,3,1270,23,0.1739130434782608,6
768,0.4788638882698082,Deal Driven Browsers,42564.0,28,615,24,0.25,7
1257,0.47517138053145697,Deal Driven Browsers,37368.0,4,20,4,0.25,6
